Code,Name,Year,Population
E09000008,Croydon,2024,416582
E09000008,Croydon,2025,421090
E09000008,Croydon,2026,425612
E09000008,Croydon,2027,430009
E09000008,Croydon,2028,434268
E09000008,Croydon,2029,438586
E09000008,Croydon,2030,441922
E09000008,Croydon,2031,444573
E09000008,Croydon,2032,446938
E09000008,Croydon,2033,449170
E09000008,Croydon,2034,451309
E09000008,Croydon,2035,452477
E09000008,Croydon,2036,454085
E09000008,Croydon,2037,455882
E09000008,Croydon,2038,457804
E09000008,Croydon,2039,459759
E09000008,Croydon,2040,461477
E09000008,Croydon,2041,463028
E09000008,Croydon,2042,465412
E09000008,Croydon,2043,468103
E09000008,Croydon,2044,470970
E09000008,Croydon,2045,474016
E09000008,Croydon,2046,477261
E09000008,Croydon,2047,480573
E09000008,Croydon,2048,483864
E09000008,Croydon,2049,487291
E09000008,Croydon,2050,490900
E09000009,Ealing,1999,302252
E09000009,Ealing,2000,304370
E09000009,Ealing,2001,307276
E09000009,Ealing,2002,309242
E09000009,Ealing,2003,308108
E09000009,Ealing,2004,310073
E09000009,Ealing,2005,312774
E09000009,Ealing,2006,315329
E09000009,Ealing,2007,318671
E09000009,Ealing,2008,324022
E09000009,Ealing,2009,329966
E09000009,Ealing,2010,334073
E09000009,Ealing,2011,339665
E09000009,Ealing,2012,341022
E09000009,Ealing,2013,342845
E09000009,Ealing,2014,342469
E09000009,Ealing,2015,343410
E09000009,Ealing,2016,343547
E09000009,Ealing,2017,347126
E09000009,Ealing,2018,350784
E09000009,Ealing,2019,354184
E09000009,Ealing,2020,361833
E09000009,Ealing,2021,369685
E09000009,Ealing,2022,377916
E09000009,Ealing,2023,385818
E09000009,Ealing,2024,393434
E09000009,Ealing,2025,397010
E09000009,Ealing,2026,400552
E09000009,Ealing,2027,404119
E09000009,Ealing,2028,407659
E09000009,Ealing,2029,411269
E09000009,Ealing,2030,413618
E09000009,Ealing,2031,415296
E09000009,Ealing,2032,416744
E09000009,Ealing,2033,418140
E09000009,Ealing,2034,419546
E09000009,Ealing,2035,420107
E09000009,Ealing,2036,420144
E09000009,Ealing,2037,420211
E09000009,Ealing,2038,420540
E09000009,Ealing,2039,421017
E09000009,Ealing,2040,421356
E09000009,Ealing,2041,421832
E09000009,Ealing,2042,422957
E09000009,Ealing,2043,424400
E09000009,Ealing,2044,426041
E09000009,Ealing,2045,427873
E09000009,Ealing,2046,429905
E09000009,Ealing,2047,432006
E09000009,Ealing,2048,434102
E09000009,Ealing,2049,436340
E09000009,Ealing,2050,438773
E09000010,Enfield,1999,272731
E09000010,Enfield,2000,275068
E09000010,Enfield,2001,277266
E09000010,Enfield,2002,280745
E09000010,Enfield,2003,281835
E09000010,Enfield,2004,282217
E09000010,Enfield,2005,284779
E09000010,Enfield,2006,287429
E09000010,Enfield,2007,291534
E09000010,Enfield,2008,297443
E09000010,Enfield,2009,301971
E09000010,Enfield,2010,307648
E09000010,Enfield,2011,314011
E09000010,Enfield,2012,317363
E09000010,Enfield,2013,320600
E09000010,Enfield,2014,324650
E09000010,Enfield,2015,328509
E09000010,Enfield,2016,331471
E09000010,Enfield,2017,335647
E09000010,Enfield,2018,337697
E09000010,Enfield,2019,339480
E09000010,Enfield,2020,342993
E09000010,Enfield,2021,346635
E09000010,Enfield,2022,349994
E09000010,Enfield,2023,352879
E09000010,Enfield,2024,355209
E09000010,Enfield,2025,356949
E09000010,Enfield,2026,358342
E09000010,Enfield,2027,359321
E09000010,Enfield,2028,359820
E09000010,Enfield,2029,359937
E09000010,Enfield,2030,361176
E09000010,Enfield,2031,362953
E09000010,Enfield,2032,364916
E09000010,Enfield,2033,366907
E09000010,Enfield,2034,368844
E09000010,Enfield,2035,371481
E09000010,Enfield,2036,374385
E09000010,Enfield,2037,377356
E09000010,Enfield,2038,380361
E09000010,Enfield,2039,383334
E09000010,Enfield,2040,386046
E09000010,Enfield,2041,388564
E09000010,Enfield,2042,391764
E09000010,Enfield,2043,395210
E09000010,Enfield,2044,398809
E09000010,Enfield,2045,401427
E09000010,Enfield,2046,401786
E09000010,Enfield,2047,402018
E09000010,Enfield,2048,402190
E09000010,Enfield,2049,402490
E09000010,Enfield,2050,402838
E09000011,Greenwich,1999,212168
E09000011,Greenwich,2000,214438
E09000011,Greenwich,2001,217460
E09000011,Greenwich,2002,221476
E09000011,Greenwich,2003,224303
E09000011,Greenwich,2004,227190
E09000011,Greenwich,2005,230494
E09000011,Greenwich,2006,233990
E09000011,Greenwich,2007,236535
E09000011,Greenwich,2008,239748
E09000011,Greenwich,2009,243672
E09000011,Greenwich,2010,249171
E09000011,Greenwich,2011,255483
E09000011,Greenwich,2012,260068
E09000011,Greenwich,2013,264008
E09000011,Greenwich,2014,268678
E09000011,Greenwich,2015,274803
E09000011,Greenwich,2016,279766
E09000011,Greenwich,2017,282774
E09000011,Greenwich,2018,286322
E09000011,Greenwich,2019,289650
E09000011,Greenwich,2020,292466
E09000011,Greenwich,2021,294837
E09000011,Greenwich,2022,297039
E09000011,Greenwich,2023,300514
E09000011,Greenwich,2024,306500
E09000011,Greenwich,2025,312027
E09000011,Greenwich,2026,317560
E09000011,Greenwich,2027,323061
E09000011,Greenwich,2028,328388
E09000011,Greenwich,2029,333795
E09000011,Greenwich,2030,339418
E09000011,Greenwich,2031,344437
E09000011,Greenwich,2032,349135
E09000011,Greenwich,2033,353695
E09000011,Greenwich,2034,358219
E09000011,Greenwich,2035,360886
E09000011,Greenwich,2036,363025
E09000011,Greenwich,2037,364972
E09000011,Greenwich,2038,366856
E09000011,Greenwich,2039,368760
E09000011,Greenwich,2040,371519
E09000011,Greenwich,2041,374341
E09000011,Greenwich,2042,375162
E09000011,Greenwich,2043,375549
E09000011,Greenwich,2044,375999
E09000011,Greenwich,2045,376759
E09000011,Greenwich,2046,377807
E09000011,Greenwich,2047,378995
E09000011,Greenwich,2048,380244
E09000011,Greenwich,2049,381675
E09000011,Greenwich,2050,383314
E09000012,Hackney,1999,199087
E09000012,Hackney,2000,203381
E09000012,Hackney,2001,207246
E09000012,Hackney,2002,210961
E09000012,Hackney,2003,212405
E09000012,Hackney,2004,213581
E09000012,Hackney,2005,216512
E09000012,Hackney,2006,220193
E09000012,Hackney,2007,224480
E09000012,Hackney,2008,231041
E09000012,Hackney,2009,236622
E09000012,Hackney,2010,241739
E09000012,Hackney,2011,247578
E09000012,Hackney,2012,252515
E09000012,Hackney,2013,257775
E09000012,Hackney,2014,263546
E09000012,Hackney,2015,269405
E09000012,Hackney,2016,273922
E09000012,Hackney,2017,277475
E09000012,Hackney,2018,281740
E09000012,Hackney,2019,286425
E09000012,Hackney,2020,289488
E09000012,Hackney,2021,292023
E09000012,Hackney,2022,294312
E09000012,Hackney,2023,296177
E09000012,Hackney,2024,297569
E09000012,Hackney,2025,298472
E09000012,Hackney,2026,299126
E09000012,Hackney,2027,299489
E09000012,Hackney,2028,299494
E09000012,Hackney,2029,299220
E09000012,Hackney,2030,300157
E09000012,Hackney,2031,301706
E09000012,Hackney,2032,303472
E09000012,Hackney,2033,305287
E09000012,Hackney,2034,307078
E09000012,Hackney,2035,309588
E09000012,Hackney,2036,312334
E09000012,Hackney,2037,315101
E09000012,Hackney,2038,317824
E09000012,Hackney,2039,320448
E09000012,Hackney,2040,322757
E09000012,Hackney,2041,324824
E09000012,Hackney,2042,327534
E09000012,Hackney,2043,330425
E09000012,Hackney,2044,333410
E09000012,Hackney,2045,336476
E09000012,Hackney,2046,339633
E09000012,Hackney,2047,342776
E09000012,Hackney,2048,345846
E09000012,Hackney,2049,348993
E09000012,Hackney,2050,351640
E09000013,Hammersmith and Fulham,1999,160634
E09000013,Hammersmith and Fulham,2000,164393
E09000013,Hammersmith and Fulham,2001,169374
E09000013,Hammersmith and Fulham,2002,171989
E09000013,Hammersmith and Fulham,2003,171510
E09000013,Hammersmith and Fulham,2004,172083
E09000013,Hammersmith and Fulham,2005,173292
E09000013,Hammersmith and Fulham,2006,174675
E09000013,Hammersmith and Fulham,2007,176472
E09000013,Hammersmith and Fulham,2008,177088
E09000013,Hammersmith and Fulham,2009,180116
E09000013,Hammersmith and Fulham,2010,180842
E09000013,Hammersmith and Fulham,2011,182790
E09000013,Hammersmith and Fulham,2012,180195
E09000013,Hammersmith and Fulham,2013,179030
E09000013,Hammersmith and Fulham,2014,178710
E09000013,Hammersmith and Fulham,2015,179754
E09000013,Hammersmith and Fulham,2016,179998
E09000013,Hammersmith and Fulham,2017,181889
E09000013,Hammersmith and Fulham,2018,184050
E09000013,Hammersmith and Fulham,2019,186075
E09000013,Hammersmith and Fulham,2020,190721
E09000013,Hammersmith and Fulham,2021,195981
E09000013,Hammersmith and Fulham,2022,201406
E09000013,Hammersmith and Fulham,2023,206689
E09000013,Hammersmith and Fulham,2024,211895
E09000013,Hammersmith and Fulham,2025,215227
E09000013,Hammersmith and Fulham,2026,218686
E09000013,Hammersmith and Fulham,2027,222083
E09000013,Hammersmith and Fulham,2028,225391
E09000013,Hammersmith and Fulham,2029,228724
E09000013,Hammersmith and Fulham,2030,234251
E09000013,Hammersmith and Fulham,2031,239390
E09000013,Hammersmith and Fulham,2032,244265
E09000013,Hammersmith and Fulham,2033,249003
E09000013,Hammersmith and Fulham,2034,253686
E09000013,Hammersmith and Fulham,2035,256319
E09000013,Hammersmith and Fulham,2036,258582
E09000013,Hammersmith and Fulham,2037,260678
E09000013,Hammersmith and Fulham,2038,262724
E09000013,Hammersmith and Fulham,2039,264737
E09000013,Hammersmith and Fulham,2040,266557
E09000013,Hammersmith and Fulham,2041,268418
E09000013,Hammersmith and Fulham,2042,269070
E09000013,Hammersmith and Fulham,2043,269366
E09000013,Hammersmith and Fulham,2044,269591
E09000013,Hammersmith and Fulham,2045,269815
E09000013,Hammersmith and Fulham,2046,270052
E09000013,Hammersmith and Fulham,2047,270210
E09000013,Hammersmith and Fulham,2048,270315
E09000013,Hammersmith and Fulham,2049,270525
E09000013,Hammersmith and Fulham,2050,270774
E09000014,Haringey,1999,218559
E09000014,Haringey,2000,219845
E09000014,Haringey,2001,221251
E09000014,Haringey,2002,224474
E09000014,Haringey,2003,225027
E09000014,Haringey,2004,226472
E09000014,Haringey,2005,229271
E09000014,Haringey,2006,233174
E09000014,Haringey,2007,236793
E09000014,Haringey,2008,244459
E09000014,Haringey,2009,249805
E09000014,Haringey,2010,252742
E09000014,Haringey,2011,256438
E09000014,Haringey,2012,259810
E09000014,Haringey,2013,264284
E09000014,Haringey,2014,268439
E09000014,Haringey,2015,273762
E09000014,Haringey,2016,279349
E09000014,Haringey,2017,282397
E09000014,Haringey,2018,284288
E09000014,Haringey,2019,285949
E09000014,Haringey,2020,288913
E09000014,Haringey,2021,291330
E09000014,Haringey,2022,293503
E09000014,Haringey,2023,295263
E09000014,Haringey,2024,296572
E09000014,Haringey,2025,297410
E09000014,Haringey,2026,298020
E09000014,Haringey,2027,298369
E09000014,Haringey,2028,298376
E09000014,Haringey,2029,298109
E09000014,Haringey,2030,298983
E09000014,Haringey,2031,300410
E09000014,Haringey,2032,302018
E09000014,Haringey,2033,303635
E09000014,Haringey,2034,305201
E09000014,Haringey,2035,307422
E09000014,Haringey,2036,309847
E09000014,Haringey,2037,312286
E09000014,Haringey,2038,314694
E09000014,Haringey,2039,317024
E09000014,Haringey,2040,319077
E09000014,Haringey,2041,320928
E09000014,Haringey,2042,323387
E09000014,Haringey,2043,326027
E09000014,Haringey,2044,328763
E09000014,Haringey,2045,331575
E09000014,Haringey,2046,334469
E09000014,Haringey,2047,337331
E09000014,Haringey,2048,340108
E09000014,Haringey,2049,342932
E09000014,Haringey,2050,345855
E09000015,Harrow,1999,207909
E09000015,Harrow,2000,209114
E09000015,Harrow,2001,210044
E09000015,Harrow,2002,212336
E09000015,Harrow,2003,213728
E09000015,Harrow,2004,216267
E09000015,Harrow,2005,221109
E09000015,Harrow,2006,223632
E09000015,Harrow,2007,226355
E09000015,Harrow,2008,229567
E09000015,Harrow,2009,233495
E09000015,Harrow,2010,237451
E09000015,Harrow,2011,241063
E09000015,Harrow,2012,242941
E09000015,Harrow,2013,243937
E09000015,Harrow,2014,246575
E09000015,Harrow,2015,247694
E09000015,Harrow,2016,249316
E09000015,Harrow,2017,252052
E09000015,Harrow,2018,255369
E09000015,Harrow,2019,258861
E09000015,Harrow,2020,261348
E09000015,Harrow,2021,263484
E09000015,Harrow,2022,265449
E09000015,Harrow,2023,267120
E09000015,Harrow,2024,268448
E09000015,Harrow,2025,269422
E09000015,Harrow,2026,270238
E09000015,Harrow,2027,270800
E09000015,Harrow,2028,271504
E09000015,Harrow,2029,273146
E09000015,Harrow,2030,273953
E09000015,Harrow,2031,275174
E09000015,Harrow,2032,276552
E09000015,Harrow,2033,277957
E09000015,Harrow,2034,279329
E09000015,Harrow,2035,281208
E09000015,Harrow,2036,283245
E09000015,Harrow,2037,285289
E09000015,Harrow,2038,287311
E09000015,Harrow,2039,289277
E09000015,Harrow,2040,291024
E09000015,Harrow,2041,292606
E09000015,Harrow,2042,294673
E09000015,Harrow,2043,296893
E09000015,Harrow,2044,299199
E09000015,Harrow,2045,301597
E09000015,Harrow,2046,304099
E09000015,Harrow,2047,306628
E09000015,Harrow,2048,308303
E09000015,Harrow,2049,308511
E09000015,Harrow,2050,308750
E09000016,Havering,1999,225712
E09000016,Havering,2000,225141
E09000016,Havering,2001,224717
E09000016,Havering,2002,225054
E09000016,Havering,2003,225248
E09000016,Havering,2004,225769
E09000016,Havering,2005,226990
E09000016,Havering,2006,228198
E09000016,Havering,2007,229789
E09000016,Havering,2008,231793
E09000016,Havering,2009,234127
E09000016,Havering,2010,236234
E09000016,Havering,2011,238281
E09000016,Havering,2012,240087
E09000016,Havering,2013,242434
E09000016,Havering,2014,246328
E09000016,Havering,2015,249439
E09000016,Havering,2016,253137
E09000016,Havering,2017,256162
E09000016,Havering,2018,257511
E09000016,Havering,2019,258655
E09000016,Havering,2020,261830
E09000016,Havering,2021,265930
E09000016,Havering,2022,271368
E09000016,Havering,2023,276649
E09000016,Havering,2024,281728
E09000016,Havering,2025,284971
E09000016,Havering,2026,288319
E09000016,Havering,2027,291556
E09000016,Havering,2028,294661
E09000016,Havering,2029,297731
E09000016,Havering,2030,298889
E09000016,Havering,2031,300329
E09000016,Havering,2032,302003
E09000016,Havering,2033,303770
E09000016,Havering,2034,305552
E09000016,Havering,2035,307605
E09000016,Havering,2036,308828
E09000016,Havering,2037,309902
E09000016,Havering,2038,310941
E09000016,Havering,2039,311948
E09000016,Havering,2040,312776
E09000016,Havering,2041,313651
E09000016,Havering,2042,314259
E09000016,Havering,2043,314554
E09000016,Havering,2044,314784
E09000016,Havering,2045,315023
E09000016,Havering,2046,315284
E09000016,Havering,2047,315450
E09000016,Havering,2048,315571
E09000016,Havering,2049,315789
E09000016,Havering,2050,316043
E09000017,Hillingdon,1999,245053
E09000017,Hillingdon,2000,245911
E09000017,Hillingdon,2001,245616
E09000017,Hillingdon,2002,247063
E09000017,Hillingdon,2003,248054
E09000017,Hillingdon,2004,248691
E09000017,Hillingdon,2005,251430
E09000017,Hillingdon,2006,254387
E09000017,Hillingdon,2007,256981
E09000017,Hillingdon,2008,261051
